fid,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,la_bg_final_NAME,la_bg_final_pop,la_bg_final_bg_fire_counts
"3089","06","037","310501","3","060373105013",Block Group 3,G5030,S,"238469","0","+34.1910439","-118.3393759",,,,,
"3090","06","037","533702","2","060375337022",Block Group 2,G5030,S,"107460","0","+33.9832997","-118.1804647",,,,,
"3091","06","037","272100","3","060372721003",Block Group 3,G5030,S,"231705","0","+34.0036321","-118.4424156",,,,,
"3092","06","037","231400","2","060372314002",Block Group 2,G5030,S,"204503","0","+34.0121118","-118.3126207",,,,,
"3093","06","037","124104","1","060371241041",Block Group 1,G5030,S,"162305","0","+34.1848590","-118.3855924",,,,,
"3094","06","037","124203","2","060371242032",Block Group 2,G5030,S,"162128","0","+34.1776024","-118.3768483",,,,,
"3095","06","037","310900","5","060373109005",Block Group 5,G5030,S,"323079","0","+34.1763631","-118.3273707",,,,,
"3096","06","037","320201","3","060373202013",Block Group 3,G5030,S,"179021","0","+34.2865222","-118.4401627",,,,,
"3097","06","037","119341","1","060371193411",Block Group 1,G5030,S,"326366","0","+34.2371666","-118.4458756",,,,,
"3098","06","037","113321","1","060371133211",Block Group 1,G5030,S,"486758","0","+34.2536123","-118.5874661",,,,,
"3099","06","037","113422","2","060371134222",Block Group 2,G5030,S,"110970","3791","+34.2259883","-118.5894959",,,,,
"3100","06","037","117101","2","060371171012",Block Group 2,G5030,S,"478318","0","+34.2391326","-118.4642303",,,,,
"3101","06","037","117407","1","060371174071",Block Group 1,G5030,S,"198328","0","+34.2301059","-118.4703116",,,,,
"3102","06","037","119002","1","060371190021",Block Group 1,G5030,S,"280123","3170","+34.2501205","-118.4331362",,,,,
"3103","06","037","119342","1","060371193421",Block Group 1,G5030,S,"219099","0","+34.2407686","-118.4472672",,,,,
"3104","06","037","120106","1","060371201061",Block Group 1,G5030,S,"205877","415","+34.2226265","-118.4563815",,,,,
"3105","06","037","121221","1","060371212211",Block Group 1,G5030,S,"172267","0","+34.2261232","-118.3925082",,,,,
"3106","06","037","121802","3","060371218023",Block Group 3,G5030,S,"161900","0","+34.2139013","-118.3899650",,,,,
"3107","06","037","122122","1","060371221221",Block Group 1,G5030,S,"134735","0","+34.2169503","-118.3678641",,,,,
"3108","06","037","800327","2","060378003272",Block Group 2,G5030,S,"2001325","0","+34.1563815","-118.7389596",0.000536144804067305,0.00372786579683131,"Block Group 2, Census Tract 8003.27, Los Angeles County, California","1073","4"
"3109","06","037","231500","2","060372315002",Block Group 2,G5030,S,"298374","0","+34.0054813","-118.3130103",,,,,
"3110","06","037","703001","1","060377030011",Block Group 1,G5030,S,"347538","0","+33.9802081","-118.3873314",,,,,
"3111","06","037","501300","2","060375013002",Block Group 2,G5030,S,"388371","0","+33.9892481","-118.0455817",,,,,
"3112","06","037","203800","4","060372038004",Block Group 4,G5030,S,"111955","0","+34.0423232","-118.1946110",,,,,
"3113","06","037","217100","3","060372171003",Block Group 3,G5030,S,"133783","0","+34.0456950","-118.3582443",,,,,
"3114","06","037","203800","1","060372038001",Block Group 1,G5030,S,"92395","0","+34.0480228","-118.1947280",,,,,
"3115","06","037","573402","3","060375734023",Block Group 3,G5030,S,"677965","0","+33.8006154","-118.1760996",,,,,
"3116","06","037","800408","1","060378004081",Block Group 1,G5030,S,"2792751","1500447","+34.0296286","-118.7693119",0.000309730441417799,0.0115606936416185,"Block Group 1, Census Tract 8004.08, Los Angeles County, California","865","10"
"3117","06","037","900608","2","060379006082",Block Group 2,G5030,S,"353625","0","+34.6930603","-118.1060472",,,,,
"3118","06","037","134201","2","060371342012",Block Group 2,G5030,S,"311045","0","+34.2117898","-118.5906508",,,,,
"3119","06","037","462500","3","060374625003",Block Group 3,G5030,S,"741338","0","+34.1666722","-118.1057541",,,,,
"3120","06","037","125320","2","060371253202",Block Group 2,G5030,S,"259269","0","+34.1667044","-118.3650522",,,,,
"3121","06","037","302104","2","060373021042",Block Group 2,G5030,S,"127009","0","+34.1415352","-118.2312582",,,,,
"3122","06","037","117302","3","060371173023",Block Group 3,G5030,S,"512289","0","+34.2395265","-118.4990143",,,,,
"3123","06","037","573800","2","060375738002",Block Group 2,G5030,S,"292456","0","+33.8211197","-118.0960861",,,,,
"3124","06","037","651002","3","060376510023",Block Group 3,G5030,S,"283307","0","+33.8115665","-118.3237684",,,,,
"3125","06","037","572002","1","060375720021",Block Group 1,G5030,S,"369432","0","+33.8244565","-118.1889631",,,,,
"3126","06","037","554517","1","060375545171",Block Group 1,G5030,S,"802769","0","+33.8622622","-118.0582932",,,,,
"3127","06","037","192300","1","060371923001",Block Group 1,G5030,S,"247369","0","+34.0798527","-118.3243382",,,,,
"3128","06","037","700802","3","060377008023",Block Group 3,G5030,S,"154905","0","+34.0695555","-118.3881868",,,,,
"3129","06","037","195500","3","060371955003",Block Group 3,G5030,S,"252113","0","+34.0847911","-118.2653568",,,,,
"3130","06","037","700501","2","060377005012",Block Group 2,G5030,S,"106355","0","+34.0895679","-118.3849599",,,,,
"3131","06","037","220000","2","060372200002",Block Group 2,G5030,S,"250107","0","+34.0253523","-118.3377241",,,,,
"3132","06","037","227010","2","060372270102",Block Group 2,G5030,S,"334758","0","+34.0172471","-118.2443459",,,,,
"3133","06","037","702700","4","060377027004",Block Group 4,G5030,S,"308535","0","+34.0035227","-118.3967873",,,,,
"3134","06","037","265510","2","060372655102",Block Group 2,G5030,S,"79247","0","+34.0543593","-118.4416853",,,,,
"3135","06","037","267402","1","060372674021",Block Group 1,G5030,S,"211278","3875","+34.0433912","-118.4640120",,,,,
"3136","06","037","218400","4","060372184004",Block Group 4,G5030,S,"145563","0","+34.0355958","-118.3642751",,,,,
"3137","06","037","900704","1","060379007041",Block Group 1,G5030,S,"569003","0","+34.6716460","-118.1437530",,,,,
"3138","06","037","501300","3","060375013003",Block Group 3,G5030,S,"314327","0","+33.9888451","-118.0517792",,,,,
"3139","06","037","901010","4","060379010104",Block Group 4,G5030,S,"331094","0","+34.6638750","-118.1857002",,,,,
"3140","06","037","531301","2","060375313012",Block Group 2,G5030,S,"180365","0","+34.0217972","-118.1890010",,,,,
"3141","06","037","212305","1","060372123051",Block Group 1,G5030,S,"108058","0","+34.0561038","-118.2981624",,,,,
"3142","06","037","208904","1","060372089041",Block Group 1,G5030,S,"53914","0","+34.0592371","-118.2694722",,,,,
"3143","06","037","910101","1","060379101011",Block Group 1,G5030,S,"61012023","267845","+34.6056671","-118.0270881",,,,,
"3144","06","037","901210","1","060379012101",Block Group 1,G5030,S,"22657598","422168","+34.6789981","-118.3864277",7.64864836952267e-05,0.0750144258511252,"Block Group 1, Census Tract 9012.10, Los Angeles County, California","1733","130"
"3145","06","037","320300","5","060373203005",Block Group 5,G5030,S,"170676","0","+34.2759793","-118.4438847",,,,,
"3146","06","037","181000","2","060371810002",Block Group 2,G5030,S,"1120340","0","+34.1446406","-118.2178882",,,,,
"3147","06","037","115302","1","060371153021",Block Group 1,G5030,S,"832983","4830","+34.2259651","-118.5503049",,,,,
"3148","06","037","123410","2","060371234102",Block Group 2,G5030,S,"200810","0","+34.1969518","-118.4197385",,,,,
"3149","06","037","910501","3","060379105013",Block Group 3,G5030,S,"310645","0","+34.5760992","-118.1096094",,,,,
"3150","06","037","571101","5","060375711015",Block Group 5,G5030,S,"347510","0","+33.8437009","-118.1149061",,,,,
"3151","06","037","541500","3","060375415003",Block Group 3,G5030,S,"155459","0","+33.9123237","-118.2276120",,,,,
"3152","06","037","603900","2","060376039002",Block Group 2,G5030,S,"167531","0","+33.8982679","-118.3545850",,,,,
"3153","06","037","910403","1","060379104031",Block Group 1,G5030,S,"1255900","0","+34.5761450","-118.1254252",,,,,
"3154","06","037","272301","1","060372723011",Block Group 1,G5030,S,"173885","0","+34.0076201","-118.4205858",,,,,
"3155","06","037","270200","2","060372702002",Block Group 2,G5030,S,"253756","0","+34.0313884","-118.3858208",,,,,
"3156","06","037","701202","1","060377012021",Block Group 1,G5030,S,"202675","0","+34.0354547","-118.4879252",,,,,
"3157","06","037","267501","2","060372675012",Block Group 2,G5030,S,"131687","0","+34.0410630","-118.4566083",,,,,
"3158","06","037","219300","1","060372193001",Block Group 1,G5030,S,"252434","0","+34.0250782","-118.3302314",,,,,
"3159","06","037","207710","1","060372077101",Block Group 1,G5030,S,"1101222","0","+34.0468663","-118.2616828",,,,,
"3160","06","037","216800","1","060372168001",Block Group 1,G5030,S,"196286","0","+34.0574357","-118.3681364",,,,,
"3161","06","037","433602","1","060374336021",Block Group 1,G5030,S,"927111","34343","+34.0592472","-118.0747627",,,,,
"3162","06","037","302202","4","060373022024",Block Group 4,G5030,S,"49420","0","+34.1391640","-118.2528492",,,,,
"3163","06","037","302301","1","060373023011",Block Group 1,G5030,S,"311706","0","+34.1447332","-118.2676886",,,,,
"3164","06","037","302301","2","060373023012",Block Group 2,G5030,S,"388857","0","+34.1446429","-118.2596820",,,,,
"3165","06","037","302302","2","060373023022",Block Group 2,G5030,S,"174550","0","+34.1410845","-118.2577915",,,,,
"3166","06","037","302302","3","060373023023",Block Group 3,G5030,S,"99151","0","+34.1387927","-118.2583713",,,,,
"3167","06","037","302302","4","060373023024",Block Group 4,G5030,S,"240206","0","+34.1409521","-118.2656941",,,,,
"3168","06","037","302201","3","060373022013",Block Group 3,G5030,S,"262999","0","+34.1445705","-118.2515384",,,,,
"3169","06","037","302202","2","060373022022",Block Group 2,G5030,S,"163705","0","+34.1399075","-118.2461659",,,,,
"3170","06","037","302202","3","060373022023",Block Group 3,G5030,S,"150506","0","+34.1412300","-118.2525214",,,,,
"3171","06","037","310100","2","060373101002",Block Group 2,G5030,S,"677144","14071","+34.2076388","-118.3263718",0.00194936379854211,0.00227272727272727,"Block Group 2, Census Tract 3101, Los Angeles County, California","1320","3"
"3172","06","037","310100","3","060373101003",Block Group 3,G5030,S,"993882","0","+34.2141735","-118.3341495",0.00138044556597262,0.00291545189504373,"Block Group 3, Census Tract 3101, Los Angeles County, California","1372","4"
"3173","06","037","310300","1","060373103001",Block Group 1,G5030,S,"342446","0","+34.1957663","-118.3122171",0.00267487428674886,0.00327510917030568,"Block Group 1, Census Tract 3103, Los Angeles County, California","916","3"
"3174","06","037","541802","2","060375418022",Block Group 2,G5030,S,"398547","0","+33.9061493","-118.1902303",,,,,
"3175","06","037","541801","1","060375418011",Block Group 1,G5030,S,"236173","0","+33.9153969","-118.1930827",,,,,
"3176","06","037","541801","2","060375418012",Block Group 2,G5030,S,"299193","0","+33.9123843","-118.1932288",,,,,
"3177","06","037","543322","1","060375433221",Block Group 1,G5030,S,"435067","0","+33.8559868","-118.2534736",,,,,
"3178","06","037","543322","2","060375433222",Block Group 2,G5030,S,"246096","0","+33.8531859","-118.2591294",,,,,
"3179","06","037","543322","3","060375433223",Block Group 3,G5030,S,"578130","0","+33.8495177","-118.2576868",,,,,
"3180","06","037","542800","2","060375428002",Block Group 2,G5030,S,"186817","0","+33.8979051","-118.2443043",,,,,
"3181","06","037","542900","1","060375429001",Block Group 1,G5030,S,"290141","0","+33.8943892","-118.2467414",,,,,
"3182","06","037","543000","1","060375430001",Block Group 1,G5030,S,"302977","0","+33.8939773","-118.2558943",,,,,
"3183","06","037","543000","2","060375430002",Block Group 2,G5030,S,"225955","0","+33.8905870","-118.2534227",,,,,
"3184","06","037","543000","3","060375430003",Block Group 3,G5030,S,"128660","0","+33.8884992","-118.2549897",,,,,
"3185","06","037","543000","4","060375430004",Block Group 4,G5030,S,"321919","0","+33.8891591","-118.2593614",,,,,
"3186","06","037","543000","5","060375430005",Block Group 5,G5030,S,"335386","0","+33.8900129","-118.2638634",,,,,
"3187","06","037","543100","1","060375431001",Block Group 1,G5030,S,"174921","0","+33.8869493","-118.2466531",,,,,
"3188","06","037","185100","3","060371851003",Block Group 3,G5030,S,"682394","0","+34.1021930","-118.2120515",,,,,
"3189","06","037","185202","3","060371852023",Block Group 3,G5030,S,"242016","0","+34.0911569","-118.2160652",,,,,
"3190","06","037","185310","2","060371853102",Block Group 2,G5030,S,"196020","0","+34.0894167","-118.2204619",,,,,
"3191","06","037","185320","1","060371853201",Block Group 1,G5030,S,"209050","0","+34.0924585","-118.2269040",,,,,
"3192","06","037","185320","2","060371853202",Block Group 2,G5030,S,"378813","2709","+34.0861065","-118.2238044",,,,,
"3193","06","037","186100","2","060371861002",Block Group 2,G5030,S,"238860","0","+34.1315456","-118.2315807",,,,,
"3194","06","037","186100","3","060371861003",Block Group 3,G5030,S,"542721","0","+34.1265099","-118.2260148",,,,,
"3195","06","037","189500","1","060371895001",Block Group 1,G5030,S,"342952","0","+34.1089232","-118.3192601",,,,,
"3196","06","037","189500","2","060371895002",Block Group 2,G5030,S,"249296","0","+34.1077046","-118.3240616",,,,,
"3197","06","037","189600","1","060371896001",Block Group 1,G5030,S,"333083","0","+34.1081270","-118.3337233",,,,,
"3198","06","037","189600","2","060371896002",Block Group 2,G5030,S,"224749","0","+34.1080042","-118.3290280",,,,,
"3199","06","037","189600","3","060371896003",Block Group 3,G5030,S,"525117","0","+34.1148195","-118.3275948",,,,,
"3200","06","037","134002","2","060371340022",Block Group 2,G5030,S,"414103","3759","+34.2026924","-118.5855271",,,,,
"3201","06","037","134001","2","060371340012",Block Group 2,G5030,S,"252033","2186","+34.1983071","-118.5917139",,,,,
"3202","06","037","134002","1","060371340021",Block Group 1,G5030,S,"326698","8975","+34.1978537","-118.5859888",,,,,
"3203","06","037","134423","1","060371344231",Block Group 1,G5030,S,"884753","0","+34.2149056","-118.6368914",,,,,
"3204","06","037","134423","2","060371344232",Block Group 2,G5030,S,"675939","6351","+34.2134553","-118.6285473",,,,,
"3205","06","037","190100","1","060371901001",Block Group 1,G5030,S,"202363","0","+34.0961573","-118.3413753",,,,,
"3206","06","037","186100","4","060371861004",Block Group 4,G5030,S,"298315","0","+34.1272368","-118.2307710",,,,,
"3207","06","037","189800","1","060371898001",Block Group 1,G5030,S,"238895","0","+34.0980677","-118.3555325",,,,,
"3208","06","037","189800","3","060371898003",Block Group 3,G5030,S,"167667","0","+34.0991745","-118.3634743",,,,,
"3209","06","037","189902","2","060371899022",Block Group 2,G5030,S,"157559","0","+34.0961602","-118.3462153",,,,,
"3210","06","037","189902","3","060371899023",Block Group 3,G5030,S,"81010","0","+34.0962080","-118.3528250",,,,,
"3211","06","037","191000","3","060371910003",Block Group 3,G5030,S,"255232","0","+34.0998031","-118.3232277",,,,,
"3212","06","037","190100","2","060371901002",Block Group 2,G5030,S,"178800","0","+34.1028484","-118.3420699",,,,,
"3213","06","037","190100","3","060371901003",Block Group 3,G5030,S,"219440","0","+34.0998142","-118.3416838",,,,,
"3214","06","037","190301","1","060371903011",Block Group 1,G5030,S,"111925","0","+34.1035508","-118.3107677",,,,,
"3215","06","037","190301","2","060371903012",Block Group 2,G5030,S,"158904","0","+34.1036017","-118.3144282",,,,,
"3216","06","037","190510","2","060371905102",Block Group 2,G5030,S,"156070","0","+34.1000408","-118.3135968",,,,,
"3217","06","037","190520","1","060371905201",Block Group 1,G5030,S,"101389","0","+34.0999387","-118.3018885",,,,,
"3218","06","037","190901","1","060371909011",Block Group 1,G5030,S,"44888","0","+34.0917681","-118.3146449",,,,,
"3219","06","037","190901","2","060371909012",Block Group 2,G5030,S,"190915","0","+34.0929872","-118.3116338",,,,,
"3220","06","037","191000","1","060371910001",Block Group 1,G5030,S,"239554","0","+34.1029520","-118.3225886",,,,,
"3221","06","037","191000","2","060371910002",Block Group 2,G5030,S,"153918","0","+34.0997562","-118.3176866",,,,,
"3222","06","037","191110","1","060371911101",Block Group 1,G5030,S,"156279","0","+34.0966222","-118.3030849",,,,,
"3223","06","037","191110","2","060371911102",Block Group 2,G5030,S,"116472","0","+34.0965328","-118.3074309",,,,,
"3224","06","037","191120","2","060371911202",Block Group 2,G5030,S,"196183","0","+34.0928806","-118.3068953",,,,,
"3225","06","037","191620","1","060371916201",Block Group 1,G5030,S,"228850","0","+34.0885854","-118.3027208",,,,,
"3226","06","037","191201","1","060371912011",Block Group 1,G5030,S,"325527","0","+34.0999537","-118.2961463",,,,,
"3227","06","037","191201","2","060371912012",Block Group 2,G5030,S,"246751","0","+34.0967601","-118.2962095",,,,,
"3228","06","037","191203","2","060371912032",Block Group 2,G5030,S,"114311","0","+34.0921479","-118.2939109",,,,,
"3229","06","037","191420","2","060371914202",Block Group 2,G5030,S,"74054","0","+34.0851179","-118.2856625",,,,,
"3230","06","037","191500","2","060371915002",Block Group 2,G5030,S,"145681","0","+34.0895345","-118.2975832",,,,,
"3231","06","037","191610","1","060371916101",Block Group 1,G5030,S,"193484","0","+34.0881928","-118.3069639",,,,,
"3232","06","037","191610","2","060371916102",Block Group 2,G5030,S,"224441","0","+34.0848269","-118.3050886",,,,,
"3233","06","037","191710","1","060371917101",Block Group 1,G5030,S,"563042","3325","+34.0854739","-118.3192295",,,,,
"3234","06","037","191710","2","060371917102",Block Group 2,G5030,S,"142260","0","+34.0850913","-118.3113449",,,,,
"3235","06","037","191720","2","060371917202",Block Group 2,G5030,S,"135582","0","+34.0898603","-118.3140920",,,,,
"3236","06","037","191810","1","060371918101",Block Group 1,G5030,S,"80603","0","+34.0889330","-118.3233523",,,,,
"3237","06","037","191810","2","060371918102",Block Group 2,G5030,S,"201998","0","+34.0889242","-118.3271584",,,,,
"3238","06","037","191810","3","060371918103",Block Group 3,G5030,S,"121645","0","+34.0889177","-118.3315205",,,,,
"3239","06","037","191820","3","060371918203",Block Group 3,G5030,S,"202108","0","+34.0852978","-118.3271484",,,,,
"3240","06","037","134424","2","060371344242",Block Group 2,G5030,S,"861612","0","+34.2075484","-118.6564193",0.00128480104733917,0.001806684733514,"Block Group 2, Census Tract 1344.24, Los Angeles County, California","1107","2"
"3241","06","037","134904","1","060371349041",Block Group 1,G5030,S,"603387","3936","+34.1918006","-118.5853989",,,,,
"3242","06","037","600912","1","060376009121",Block Group 1,G5030,S,"390057","0","+33.9783769","-118.3378638",,,,,
"3243","06","037","600912","2","060376009122",Block Group 2,G5030,S,"523261","2993","+33.9732326","-118.3433553",,,,,
"3244","06","037","601001","1","060376010011",Block Group 1,G5030,S,"430152","0","+33.9669990","-118.3477291",,,,,
"3245","06","037","601001","2","060376010012",Block Group 2,G5030,S,"453869","0","+33.9617908","-118.3495958",,,,,
"3246","06","037","601100","1","060376011001",Block Group 1,G5030,S,"194417","0","+33.9472754","-118.3465335",,,,,
"3247","06","037","601100","2","060376011002",Block Group 2,G5030,S,"252276","0","+33.9490807","-118.3508463",,,,,
"3248","06","037","601202","2","060376012022",Block Group 2,G5030,S,"243934","0","+33.9472627","-118.3558094",,,,,
"3249","06","037","601211","1","060376012111",Block Group 1,G5030,S,"293605","0","+33.9640108","-118.3574197",,,,,
"3250","06","037","601211","2","060376012112",Block Group 2,G5030,S,"286197","0","+33.9607130","-118.3580322",,,,,
"3251","06","037","601301","1","060376013011",Block Group 1,G5030,S,"265320","0","+33.9805637","-118.3639018",,,,,
"3252","06","037","602402","4","060376024024",Block Group 4,G5030,S,"248450","0","+33.9064960","-118.3562424",,,,,
"3253","06","037","602402","5","060376024025",Block Group 5,G5030,S,"166401","0","+33.9029849","-118.3560454",,,,,
"3254","06","037","602402","6","060376024026",Block Group 6,G5030,S,"133947","0","+33.9043925","-118.3592070",,,,,
"3255","06","037","602403","1","060376024031",Block Group 1,G5030,S,"192783","0","+33.9153210","-118.3481323",,,,,
"3256","06","037","602403","3","060376024033",Block Group 3,G5030,S,"196386","0","+33.9108478","-118.3481044",,,,,
"3257","06","037","602900","1","060376029001",Block Group 1,G5030,S,"616862","0","+33.9108998","-118.3004066",,,,,
"3258","06","037","602900","3","060376029003",Block Group 3,G5030,S,"1496592","1146","+33.9064799","-118.3077656",,,,,
"3259","06","037","603001","1","060376030011",Block Group 1,G5030,S,"163200","0","+33.8982671","-118.2927647",,,,,
"3260","06","037","603001","2","060376030012",Block Group 2,G5030,S,"326561","0","+33.9055591","-118.2938524",,,,,
"3261","06","037","603001","3","060376030013",Block Group 3,G5030,S,"304977","0","+33.8973871","-118.2963311",,,,,
"3262","06","037","603001","4","060376030014",Block Group 4,G5030,S,"343686","0","+33.9016366","-118.2983336",,,,,
"3263","06","037","213402","3","060372134023",Block Group 3,G5030,S,"140773","0","+34.0490227","-118.2896472",,,,,
"3264","06","037","213320","1","060372133201",Block Group 1,G5030,S,"155801","0","+34.0508876","-118.2926541",,,,,
"3265","06","037","213320","2","060372133202",Block Group 2,G5030,S,"155637","0","+34.0508784","-118.2947470",,,,,
"3266","06","037","214000","3","060372140003",Block Group 3,G5030,S,"274685","0","+34.0747333","-118.3474097",,,,,
"3267","06","037","214000","4","060372140004",Block Group 4,G5030,S,"252463","0","+34.0745836","-118.3451166",,,,,
"3268","06","037","214100","1","060372141001",Block Group 1,G5030,S,"182677","0","+34.0782244","-118.3418663",,,,,
"3269","06","037","602404","1","060376024041",Block Group 1,G5030,S,"195497","0","+33.9086035","-118.3481011",,,,,
"3270","06","037","602404","2","060376024042",Block Group 2,G5030,S,"196109","0","+33.9063637","-118.3481155",,,,,
"3271","06","037","602404","3","060376024043",Block Group 3,G5030,S,"254166","0","+33.9037803","-118.3482226",,,,,
"3272","06","037","620701","1","060376207011",Block Group 1,G5030,S,"276718","0","+33.8708021","-118.3762975",,,,,
"3273","06","037","620701","2","060376207012",Block Group 2,G5030,S,"320038","0","+33.8685185","-118.3755475",,,,,
"3274","06","037","620701","3","060376207013",Block Group 3,G5030,S,"181784","0","+33.8706518","-118.3845269",,,,,
"3275","06","037","620702","2","060376207022",Block Group 2,G5030,S,"323392","0","+33.8652179","-118.3769202",,,,,
"3276","06","037","620800","5","060376208005",Block Group 5,G5030,S,"318277","0","+33.8837371","-118.3938393",,,,,
"3277","06","037","620702","3","060376207023",Block Group 3,G5030,S,"190326","0","+33.8649924","-118.3834931",,,,,
"3278","06","037","620702","4","060376207024",Block Group 4,G5030,S,"424682","0","+33.8598962","-118.3761460",,,,,
"3279","06","037","620800","1","060376208001",Block Group 1,G5030,S,"243277","0","+33.8855406","-118.3818765",,,,,
"3280","06","037","620800","2","060376208002",Block Group 2,G5030,S,"277838","0","+33.8816367","-118.3819789",,,,,
"3281","06","037","620800","3","060376208003",Block Group 3,G5030,S,"583243","0","+33.8788374","-118.3889733",,,,,
"3282","06","037","620800","6","060376208006",Block Group 6,G5030,S,"321066","0","+33.8764709","-118.3938331",,,,,
"3283","06","037","620901","2","060376209012",Block Group 2,G5030,S,"235055","0","+33.8790176","-118.3988151",,,,,
"3284","06","037","620800","7","060376208007",Block Group 7,G5030,S,"191562","0","+33.8766408","-118.3857720",,,,,
"3285","06","037","620800","8","060376208008",Block Group 8,G5030,S,"304109","0","+33.8758023","-118.3823630",,,,,
"3286","06","037","620901","1","060376209011",Block Group 1,G5030,S,"411035","0","+33.8840631","-118.3991728",,,,,
"3287","06","037","621001","1","060376210011",Block Group 1,G5030,S,"612489","0","+33.8716995","-118.3955567",,,,,
"3288","06","037","621001","2","060376210012",Block Group 2,G5030,S,"317181","0","+33.8661468","-118.3905713",,,,,
"3289","06","037","621002","1","060376210021",Block Group 1,G5030,S,"293983","932809","+33.8698189","-118.4052955",,,,,
"3290","06","037","621201","1","060376212011",Block Group 1,G5030,S,"554059","0","+33.8540648","-118.3826141",,,,,
"3291","06","037","621201","2","060376212012",Block Group 2,G5030,S,"691568","0","+33.8459025","-118.3809362",,,,,
"3292","06","037","621301","1","060376213011",Block Group 1,G5030,S,"529838","0","+33.8365856","-118.3768044",,,,,
"3293","06","037","621301","2","060376213012",Block Group 2,G5030,S,"300572","0","+33.8316230","-118.3778885",,,,,
"3294","06","037","621301","3","060376213013",Block Group 3,G5030,S,"393871","0","+33.8321493","-118.3825713",,,,,
"3295","06","037","621301","4","060376213014",Block Group 4,G5030,S,"336642","0","+33.8391649","-118.3827532",,,,,
"3296","06","037","577300","3","060375773003",Block Group 3,G5030,S,"95990","0","+33.7591702","-118.1434872",,,,,
"3297","06","037","134001","1","060371340011",Block Group 1,G5030,S,"329299","0","+34.2046198","-118.5906555",,,,,
"3298","06","037","137104","2","060371371042",Block Group 2,G5030,S,"636395","0","+34.1738001","-118.5756615",,,,,
"3299","06","037","219902","1","060372199021",Block Group 1,G5030,S,"262271","0","+34.0293992","-118.3658536",,,,,
"3300","06","037","220100","1","060372201001",Block Group 1,G5030,S,"372200","0","+34.0240421","-118.3651398",,,,,
"3301","06","037","221304","1","060372213041",Block Group 1,G5030,S,"173677","0","+34.0453597","-118.3153669",,,,,
"3302","06","037","221401","1","060372214011",Block Group 1,G5030,S,"231943","0","+34.0341341","-118.3156594",,,,,
"3303","06","037","621102","1","060376211021",Block Group 1,G5030,S,"218117","0","+33.8625232","-118.3887412",,,,,
"3304","06","037","621102","2","060376211022",Block Group 2,G5030,S,"325680","0","+33.8583562","-118.3881405",,,,,
"3305","06","037","576200","3","060375762003",Block Group 3,G5030,S,"68317","0","+33.7708089","-118.1861813",,,,,
"3306","06","037","576200","5","060375762005",Block Group 5,G5030,S,"325131","0","+33.7723458","-118.1897554",,,,,
"3307","06","037","576401","1","060375764011",Block Group 1,G5030,S,"162464","0","+33.7807854","-118.1785052",,,,,
"3308","06","037","576401","2","060375764012",Block Group 2,G5030,S,"161556","0","+33.7771524","-118.1785065",,,,,
"3309","06","037","576403","1","060375764031",Block Group 1,G5030,S,"162257","0","+33.7807891","-118.1698124",,,,,
"3310","06","037","576403","2","060375764032",Block Group 2,G5030,S,"162284","0","+33.7771569","-118.1698180",,,,,
"3311","06","037","576501","1","060375765011",Block Group 1,G5030,S,"168406","0","+33.7734820","-118.1785936",,,,,
"3312","06","037","576501","2","060375765012",Block Group 2,G5030,S,"122961","0","+33.7705367","-118.1789182",,,,,
"3313","06","037","577100","2","060375771002",Block Group 2,G5030,S,"243593","0","+33.7698896","-118.1448053",,,,,
"3314","06","037","577100","3","060375771003",Block Group 3,G5030,S,"243143","0","+33.7671652","-118.1480624",,,,,
"3315","06","037","577200","1","060375772001",Block Group 1,G5030,S,"217497","0","+33.7643035","-118.1442633",,,,,
"3316","06","037","577200","2","060375772002",Block Group 2,G5030,S,"336916","2518270","+33.7525713","-118.1586796",,,,,
"3317","06","037","577200","3","060375772003",Block Group 3,G5030,S,"175182","0","+33.7622638","-118.1523665",,,,,
"3318","06","037","577200","4","060375772004",Block Group 4,G5030,S,"247822","0","+33.7646664","-118.1505493",,,,,
"3319","06","037","577300","2","060375773002",Block Group 2,G5030,S,"138312","0","+33.7599486","-118.1411432",,,,,
"3320","06","037","217200","1","060372172001",Block Group 1,G5030,S,"243417","0","+34.0498848","-118.3374480",,,,,
"3321","06","037","216900","1","060372169001",Block Group 1,G5030,S,"155174","0","+34.0539942","-118.3599086",,,,,
"3322","06","037","216900","2","060372169002",Block Group 2,G5030,S,"184191","0","+34.0503867","-118.3610872",,,,,
"3323","06","037","216900","3","060372169003",Block Group 3,G5030,S,"236212","0","+34.0543551","-118.3637859",,,,,
"3324","06","037","216900","4","060372169004",Block Group 4,G5030,S,"329823","0","+34.0455677","-118.3637123",,,,,
"3325","06","037","217100","1","060372171001",Block Group 1,G5030,S,"205676","0","+34.0500794","-118.3510605",,,,,
"3326","06","037","217100","4","060372171004",Block Group 4,G5030,S,"202122","0","+34.0492989","-118.3566941",,,,,
"3327","06","037","217100","5","060372171005",Block Group 5,G5030,S,"167981","0","+34.0525184","-118.3551199",,,,,
"3328","06","037","603102","1","060376031021",Block Group 1,G5030,S,"215430","0","+33.8802431","-118.2955130",,,,,
"3329","06","037","603004","1","060376030041",Block Group 1,G5030,S,"225573","0","+33.8933016","-118.2965026",,,,,
