fid,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,pop_density,fires_per_capita,tract_final_NAME,tract_final_pop,tract_final_tract_fire_counts
"3745","06","075","022901","06075022901","229.01",Census Tract 229.01,G5020,S,"248905","0","+37.7512010","-122.4139445",,,,,
"3746","06","001","407000","06001407000","4070",Census Tract 4070,G5020,S,"862936","0","+37.7879458","-122.2024901",,,,,
"3747","06","001","407200","06001407200","4072",Census Tract 4072,G5020,S,"715071","0","+37.7777848","-122.2192819",,,,,
"3748","06","085","504316","06085504316","5043.16",Census Tract 5043.16,G5020,S,"1128524","0","+37.3869267","-121.8708177",,,,,
"3749","06","001","407300","06001407300","4073",Census Tract 4073,G5020,S,"2370917","209253","+37.7621786","-122.2109235",,,,,
"3750","06","001","407400","06001407400","4074",Census Tract 4074,G5020,S,"511491","0","+37.7710407","-122.2067479",,,,,
"3751","06","001","407600","06001407600","4076",Census Tract 4076,G5020,S,"1022712","0","+37.7775293","-122.2031992",,,,,
"3752","06","001","407700","06001407700","4077",Census Tract 4077,G5020,S,"917996","0","+37.7765247","-122.1932008",,,,,
"3753","06","001","407800","06001407800","4078",Census Tract 4078,G5020,S,"1234691","0","+37.7817417","-122.1866598",,,,,
"3754","06","071","007105","06071007105","71.05",Census Tract 71.05,G5020,S,"3531764","0","+34.0292864","-117.2863080",,,,,
"3755","06","071","002204","06071002204","22.04",Census Tract 22.04,G5020,S,"19290383","0","+34.0735978","-117.5077958",0.00035577313317211,0.0730001457088737,"Census Tract 22.04, San Bernardino County, California","6863","501"
"3756","06","071","009717","06071009717","97.17",Census Tract 97.17,G5020,S,"7777322","0","+34.5199229","-117.2611654",0.000576805229357869,0.000668747213553277,"Census Tract 97.17, San Bernardino County, California","4486","3"
"3757","06","071","940100","06071940100","9401",Census Tract 9401,G5020,S,"112508428","2592840","+34.1887788","-114.3064842",1.16080192676766e-05,0.0168453292496172,"Census Tract 9401, San Bernardino County, California","1306","22"
"3758","06","071","009107","06071009107","91.07",Census Tract 91.07,G5020,S,"83177824","7520","+34.4456075","-117.6235632",,,,,
"3759","06","071","008705","06071008705","87.05",Census Tract 87.05,G5020,S,"4603776","0","+34.0278344","-117.0937302",0.00109301582005727,0.000596184419713831,"Census Tract 87.05, San Bernardino County, California","5032","3"
"3760","06","071","008302","06071008302","83.02",Census Tract 83.02,G5020,S,"4709501","0","+34.0296989","-117.1899517",0.00067841582367219,0.158059467918623,"Census Tract 83.02, San Bernardino County, California","3195","505"
"3761","06","071","004601","06071004601","46.01",Census Tract 46.01,G5020,S,"3854945","0","+34.1673556","-117.3292199",0.00194840652720078,0.000532552256690188,"Census Tract 46.01, San Bernardino County, California","7511","4"
"3762","06","085","503324","06085503324","5033.24",Census Tract 5033.24,G5020,S,"828278","0","+37.3276397","-121.7892724",,,,,
"3763","06","071","004503","06071004503","45.03",Census Tract 45.03,G5020,S,"12460256","0","+34.2199541","-117.3872119",0.000293573422568525,0.00136686714051394,"Census Tract 45.03, San Bernardino County, California","3658","5"
"3764","06","071","002301","06071002301","23.01",Census Tract 23.01,G5020,S,"5688971","0","+34.1251068","-117.4426877",0.00194516723674633,0.000271100668714983,"Census Tract 23.01, San Bernardino County, California","11066","3"
"3765","06","071","010017","06071010017","100.17",Census Tract 100.17,G5020,S,"74688384","0","+34.3808873","-117.3996439",0.000217289478374576,0.00043132663750077,"Census Tract 100.17, San Bernardino County, California","16229","7"
"3766","06","071","007800","06071007800","78",Census Tract 78,G5020,S,"17905716","0","+34.0734352","-117.2192002",0.000302473243739597,0.000369276218611521,"Census Tract 78, San Bernardino County, California","5416","2"
"3767","06","071","007901","06071007901","79.01",Census Tract 79.01,G5020,S,"11998522","14073","+34.1305047","-117.1709663",,,,,
"3768","06","071","001600","06071001600","16",Census Tract 16,G5020,S,"12421091","0","+34.0577807","-117.6180157",0.000444968964481461,0.0861226705265062,"Census Tract 16, San Bernardino County, California","5527","476"
"3769","06","071","011300","06071011300","113",Census Tract 113,G5020,S,"247705551","10996139","+34.3023474","-116.9497330",4.73142404467149e-06,1.06313993174061,"Census Tract 113, San Bernardino County, California","1172","1246"
"3770","06","071","000111","06071000111","1.11",Census Tract 1.11,G5020,S,"10806813","0","+33.9515817","-117.7602970",,,,,
"3771","06","071","010023","06071010023","100.23",Census Tract 100.23,G5020,S,"6362367","0","+34.3822831","-117.3347274",,,,,
"3772","06","071","007407","06071007407","74.07",Census Tract 74.07,G5020,S,"1297662","0","+34.1322117","-117.2349556",,,,,
"3773","06","071","010409","06071010409","104.09",Census Tract 104.09,G5020,S,"3567190993","53327","+34.2875080","-115.6841230",8.14646596075883e-07,0.00860289057123193,"Census Tract 104.09, San Bernardino County, California","2906","25"
"3774","06","071","009711","06071009711","97.11",Census Tract 97.11,G5020,S,"13841979","0","+34.4859239","-117.2308573",,,,,
"3775","06","001","423700","06001423700","4237",Census Tract 4237,G5020,S,"728690","0","+37.8618284","-122.2490093",,,,,
"3776","06","001","423800","06001423800","4238",Census Tract 4238,G5020,S,"1072457","0","+37.8547521","-122.2440171",,,,,
"3777","06","059","001504","06059001504","15.04",Census Tract 15.04,G5020,S,"2059550","0","+33.9160556","-117.8907080",,,,,
"3778","06","085","503509","06085503509","5035.09",Census Tract 5035.09,G5020,S,"1078698","0","+37.3487217","-121.8014720",,,,,
"3779","06","071","004800","06071004800","48",Census Tract 48,G5020,S,"866044","0","+34.1120542","-117.3081812",0.00385892633630624,0.0700179533213645,"Census Tract 48, San Bernardino County, California","3342","234"
"3780","06","071","009500","06071009500","95",Census Tract 95,G5020,S,"5270359","0","+34.8906938","-117.0262738",,,,,
"3781","06","071","002010","06071002010","20.10",Census Tract 20.10,G5020,S,"7363867","0","+34.1610625","-117.4693681",,,,,
"3782","06","001","423901","06001423901","4239.01",Census Tract 4239.01,G5020,S,"395619","0","+37.8522414","-122.2675674",,,,,
"3783","06","001","427700","06001427700","4277",Census Tract 4277,G5020,S,"999309","710016","+37.7681553","-122.2868948",,,,,
"3784","06","059","001506","06059001506","15.06",Census Tract 15.06,G5020,S,"4508212","27603","+33.9383190","-117.8887853",0.000899469678888216,0.000246609124537608,"Census Tract 15.06, Orange County, California","4055","1"
"3785","06","059","001507","06059001507","15.07",Census Tract 15.07,G5020,S,"1899386","0","+33.9264991","-117.8945165",,,,,
"3786","06","059","001705","06059001705","17.05",Census Tract 17.05,G5020,S,"1595533","0","+33.9117646","-117.9402667",,,,,
"3787","06","059","032031","06059032031","320.31",Census Tract 320.31,G5020,S,"1581134","0","+33.6443064","-117.6494963",,,,,
"3788","06","059","032032","06059032032","320.32",Census Tract 320.32,G5020,S,"1811843","0","+33.6322217","-117.6565092",,,,,
"3789","06","059","032034","06059032034","320.34",Census Tract 320.34,G5020,S,"2557046","0","+33.6394500","-117.6299671",,,,,
"3790","06","059","032035","06059032035","320.35",Census Tract 320.35,G5020,S,"1189413","501151","+33.6373238","-117.6437788",,,,,
"3791","06","059","032036","06059032036","320.36",Census Tract 320.36,G5020,S,"1701661","0","+33.6185325","-117.6540509",,,,,
"3792","06","059","052523","06059052523","525.23",Census Tract 525.23,G5020,S,"1190209","6981","+33.6736209","-117.8238921",,,,,
"3793","06","059","052524","06059052524","525.24",Census Tract 525.24,G5020,S,"2395552","0","+33.7297938","-117.7970166",,,,,
"3794","06","059","052526","06059052526","525.26",Census Tract 525.26,G5020,S,"1643644","13659","+33.7021007","-117.7846260",,,,,
"3795","06","059","052527","06059052527","525.27",Census Tract 525.27,G5020,S,"3383510","0","+33.7086408","-117.7951848",,,,,
"3796","06","059","062605","06059062605","626.05",Census Tract 626.05,G5020,S,"1047119","845383","+33.5427708","-117.7839464",,,,,
"3797","06","071","004700","06071004700","47",Census Tract 47,G5020,S,"1994953","0","+34.1244890","-117.3085670",,,,,
"3798","06","071","007403","06071007403","74.03",Census Tract 74.03,G5020,S,"3923507","0","+34.1467644","-117.2349674",0.00186669731951542,0.00327689787001638,"Census Tract 74.03, San Bernardino County, California","7324","24"
"3799","06","085","503510","06085503510","5035.10",Census Tract 5035.10,G5020,S,"1032932","0","+37.3494389","-121.8196391",,,,,
"3800","06","001","427800","06001427800","4278",Census Tract 4278,G5020,S,"831152","0","+37.7714922","-122.2690581",,,,,
"3801","06","085","504317","06085504317","5043.17",Census Tract 5043.17,G5020,S,"1191011","0","+37.3828815","-121.8767483",,,,,
"3802","06","085","504319","06085504319","5043.19",Census Tract 5043.19,G5020,S,"2088419","0","+37.3737018","-121.8672416",,,,,
"3803","06","085","504320","06085504320","5043.20",Census Tract 5043.20,G5020,S,"923882","0","+37.4028050","-121.8713866",,,,,
"3804","06","071","009712","06071009712","97.12",Census Tract 97.12,G5020,S,"15037624","0","+34.4848736","-117.1641151",,,,,
"3805","06","071","009713","06071009713","97.13",Census Tract 97.13,G5020,S,"20049137","0","+34.5287444","-117.1729656",,,,,
"3806","06","071","010700","06071010700","107",Census Tract 107,G5020,S,"139316509","0","+34.8240667","-114.6750382",2.93504339819483e-05,0.00220102714600147,"Census Tract 107, San Bernardino County, California","4089","9"
"3807","06","071","010024","06071010024","100.24",Census Tract 100.24,G5020,S,"99111770","576939","+34.3367940","-117.3111382",5.46554662478533e-05,0.0029536643898837,"Census Tract 100.24, San Bernardino County, California","5417","16"
"3808","06","071","008301","06071008301","83.01",Census Tract 83.01,G5020,S,"4044911","0","+34.0421853","-117.2026161",0.00157086274580578,0.00535096002518099,"Census Tract 83.01, San Bernardino County, California","6354","34"
"3809","06","071","011800","06071011800","118",Census Tract 118,G5020,S,"153122945","0","+34.8338203","-117.1213399",4.94243367641603e-05,0.0389799154334038,"Census Tract 118, San Bernardino County, California","7568","295"
"3810","06","071","005100","06071005100","51",Census Tract 51,G5020,S,"5026920","0","+34.1575894","-117.2805864",0.00150091905182497,0.0129887342611001,"Census Tract 51, San Bernardino County, California","7545","98"
"3811","06","071","000109","06071000109","1.09",Census Tract 1.09,G5020,S,"3251828","0","+33.9733424","-117.7236934",0.00217077902029259,0.00835812438022383,"Census Tract 1.09, San Bernardino County, California","7059","59"
"3812","06","071","008901","06071008901","89.01",Census Tract 89.01,G5020,S,"3518944936","10864290","+35.5387479","-117.3220048",5.53859192299677e-07,0.00718317085684967,"Census Tract 89.01, San Bernardino County, California","1949","14"
"3813","06","071","010411","06071010411","104.11",Census Tract 104.11,G5020,S,"54020379","0","+34.1517898","-116.4313005",0.000127433389536197,0.000435793143521209,"Census Tract 104.11, San Bernardino County, California","6884","3"
"3814","06","071","010416","06071010416","104.16",Census Tract 104.16,G5020,S,"498944624","0","+34.1216689","-116.1987737",6.21712280439362e-06,0.00161186331399097,"Census Tract 104.16, San Bernardino County, California","3102","5"
"3815","06","071","004504","06071004504","45.04",Census Tract 45.04,G5020,S,"6888924","0","+34.1940646","-117.3429870",,,,,
"3816","06","071","009400","06071009400","94",Census Tract 94,G5020,S,"11159702","0","+34.8973703","-117.0457963",0.000321603569701055,0.0721649484536082,"Census Tract 94, San Bernardino County, California","3589","259"
"3817","06","071","010300","06071010300","103",Census Tract 103,G5020,S,"18004913928","6351750","+35.1478612","-115.8783789",2.01333925532554e-07,1.3431724137931,"Census Tract 103, San Bernardino County, California","3625","4869"
"3818","06","071","010022","06071010022","100.22",Census Tract 100.22,G5020,S,"5019286","0","+34.4033595","-117.2516056",,,,,
"3819","06","071","000812","06071000812","8.12",Census Tract 8.12,G5020,S,"2825365","0","+34.1162935","-117.6203620",,,,,
"3820","06","071","000104","06071000104","1.04",Census Tract 1.04,G5020,S,"4150305","0","+34.0059225","-117.7509536",0.00166180557814426,0.00666956647817892,"Census Tract 1.04, San Bernardino County, California","6897","46"
"3821","06","071","010413","06071010413","104.13",Census Tract 104.13,G5020,S,"57795391","0","+34.0777470","-116.4710591",,,,,
"3822","06","071","010415","06071010415","104.15",Census Tract 104.15,G5020,S,"19526164","0","+34.1516786","-116.0890700",,,,,
"3823","06","071","006302","06071006302","63.02",Census Tract 63.02,G5020,S,"2594836","0","+34.1268692","-117.2541147",,,,,
"3824","06","071","008704","06071008704","87.04",Census Tract 87.04,G5020,S,"6713577","0","+34.0196102","-117.0695433",,,,,
"3825","06","071","009716","06071009716","97.16",Census Tract 97.16,G5020,S,"8926358","0","+34.5425659","-117.2267113",0.000831358096997678,0.000134752728742757,"Census Tract 97.16, San Bernardino County, California","7421","1"
"3826","06","071","009708","06071009708","97.08",Census Tract 97.08,G5020,S,"217435058","375612","+34.4076989","-117.1272467",2.59571756823134e-05,0.000885896527285613,"Census Tract 97.08, San Bernardino County, California","5644","5"
"3827","06","071","010410","06071010410","104.10",Census Tract 104.10,G5020,S,"57127609","0","+34.1997526","-116.3830577",5.70652274279499e-05,0.000613496932515337,"Census Tract 104.10, San Bernardino County, California","3260","2"
"3828","06","071","011600","06071011600","116",Census Tract 116,G5020,S,"3451592421","1848410","+35.0332643","-117.2922331",2.39947218263984e-06,0.0269258633180391,"Census Tract 116, San Bernardino County, California","8282","223"
"3829","06","001","424001","06001424001","4240.01",Census Tract 4240.01,G5020,S,"507530","0","+37.8503694","-122.2746228",,,,,
"3830","06","001","428100","06001428100","4281",Census Tract 4281,G5020,S,"994804","38328","+37.7589136","-122.2346068",,,,,
"3831","06","001","428200","06001428200","4282",Census Tract 4282,G5020,S,"1362067","804742","+37.7533497","-122.2396803",,,,,
"3832","06","085","503511","06085503511","5035.11",Census Tract 5035.11,G5020,S,"829163","0","+37.3426023","-121.8140638",,,,,
"3833","06","085","503601","06085503601","5036.01",Census Tract 5036.01,G5020,S,"1372313","0","+37.3583268","-121.8661802",0.00229393731604962,0.000317662007623888,"Census Tract 5036.01, Santa Clara County, California","3148","1"
"3834","06","085","504321","06085504321","5043.21",Census Tract 5043.21,G5020,S,"1449467","0","+37.3931327","-121.8651466",,,,,
"3835","06","085","504410","06085504410","5044.10",Census Tract 5044.10,G5020,S,"1103595","0","+37.4093620","-121.8789080",,,,,
"3836","06","001","428301","06001428301","4283.01",Census Tract 4283.01,G5020,S,"4297937","1597298","+37.7344929","-122.2414385",,,,,
"3837","06","001","428302","06001428302","4283.02",Census Tract 4283.02,G5020,S,"2234425","474770","+37.7439709","-122.2497790",,,,,
"3838","06","059","001801","06059001801","18.01",Census Tract 18.01,G5020,S,"1750836","0","+33.8673036","-117.9795486",0.00306939085099918,0.000186081131373279,"Census Tract 18.01, Orange County, California","5374","1"
"3839","06","059","001802","06059001802","18.02",Census Tract 18.02,G5020,S,"1176742","0","+33.8630156","-117.9720501",0.00676868846357145,0.000125549278091651,"Census Tract 18.02, Orange County, California","7965","1"
"3840","06","059","001903","06059001903","19.03",Census Tract 19.03,G5020,S,"919672","0","+33.8567327","-117.9588446",0.00401230003740464,0.0040650406504065,"Census Tract 19.03, Orange County, California","3690","15"
"3841","06","059","011000","06059011000","110",Census Tract 110,G5020,S,"3040244","0","+33.8735241","-117.9535931",0.00196596062684442,0.455747030282751,"Census Tract 110, Orange County, California","5977","2724"
"3842","06","059","011101","06059011101","111.01",Census Tract 111.01,G5020,S,"1030837","0","+33.8604798","-117.9459428",0.00432367095864817,0.0987211128561813,"Census Tract 111.01, Orange County, California","4457","440"
"3843","06","059","011102","06059011102","111.02",Census Tract 111.02,G5020,S,"1105857","0","+33.8605165","-117.9374470",0.00396977186019531,0.0182232346241458,"Census Tract 111.02, Orange County, California","4390","80"
"3844","06","059","032037","06059032037","320.37",Census Tract 320.37,G5020,S,"4371437","0","+33.6200601","-117.6356880",,,,,
"3845","06","059","032038","06059032038","320.38",Census Tract 320.38,G5020,S,"3532420","0","+33.5941166","-117.6450407",,,,,
"3846","06","059","032039","06059032039","320.39",Census Tract 320.39,G5020,S,"2963502","0","+33.5755898","-117.6476686",,,,,
"3847","06","071","007404","06071007404","74.04",Census Tract 74.04,G5020,S,"3923843","0","+34.1436019","-117.2068017",,,,,
"3848","06","071","007601","06071007601","76.01",Census Tract 76.01,G5020,S,"2599076","0","+34.1140263","-117.2349470",0.0028844866406369,0.000133386688008537,"Census Tract 76.01, San Bernardino County, California","7497","1"
"3849","06","059","032040","06059032040","320.40",Census Tract 320.40,G5020,S,"1046490","0","+33.5812401","-117.6535608",,,,,
"3850","06","059","042323","06059042323","423.23",Census Tract 423.23,G5020,S,"3341281","1109982","+33.4741037","-117.7165218",,,,,
"3851","06","059","062632","06059062632","626.32",Census Tract 626.32,G5020,S,"14274988","613120","+33.5306084","-117.7473419",0.000274606185308177,0.000510204081632653,"Census Tract 626.32, Orange County, California","3920","2"
"3852","06","059","062611","06059062611","626.11",Census Tract 626.11,G5020,S,"1665709","82580","+33.6639878","-117.8339404",,,,,
"3853","06","059","062612","06059062612","626.12",Census Tract 626.12,G5020,S,"2508156","0","+33.6622240","-117.8144114",,,,,
"3854","06","059","062614","06059062614","626.14",Census Tract 626.14,G5020,S,"6225545","62414","+33.6439363","-117.8381633",,,,,
"3855","06","001","428400","06001428400","4284",Census Tract 4284,G5020,S,"810521","1168052","+37.7564138","-122.2559068",,,,,
"3856","06","001","430900","06001430900","4309",Census Tract 4309,G5020,S,"1096550","0","+37.6982784","-122.0828322",,,,,
"3857","06","059","062622","06059062622","626.22",Census Tract 626.22,G5020,S,"2974947","26675","+33.6154896","-117.7213899",,,,,
"3858","06","055","201102","06055201102","2011.02",Census Tract 2011.02,G5020,S,"148946697","5073076","+38.3214230","-122.3995495",1.2105001563076e-05,0.305047143649473,"Census Tract 2011.02, Napa County, California","1803","550"
"3859","06","017","030810","06017030810","308.10",Census Tract 308.10,G5020,S,"2541866","148357","+38.6905334","-120.9961113",,,,,
"3860","06","017","031600","06017031600","316",Census Tract 316,G5020,S,"7926182","0","+38.9436742","-119.9388296",0.000418486479366737,0.000301477238468496,"Census Tract 316, El Dorado County, California","3317","1"
"3861","06","017","030301","06017030301","303.01",Census Tract 303.01,G5020,S,"1134174","0","+38.9238251","-119.9807563",,,,,
"3862","06","017","030302","06017030302","303.02",Census Tract 303.02,G5020,S,"3241413","0","+38.9351151","-119.9875001",,,,,
"3863","06","017","030808","06017030808","308.08",Census Tract 308.08,G5020,S,"5775635","49540","+38.6766500","-121.0086199",,,,,
"3864","06","017","030809","06017030809","308.09",Census Tract 308.09,G5020,S,"2206530","0","+38.6628212","-120.9841930",,,,,
"3865","06","075","022803","06075022803","228.03",Census Tract 228.03,G5020,S,"282080","0","+37.7558368","-122.4120842",,,,,
"3866","06","075","017902","06075017902","179.02",Census Tract 179.02,G5020,S,"2705147","123857149","+37.8620462","-122.4195821",,,,,
"3867","06","075","047702","06075047702","477.02",Census Tract 477.02,G5020,S,"352786","0","+37.7744602","-122.4837889",,,,,
"3868","06","075","035202","06075035202","352.02",Census Tract 352.02,G5020,S,"372758","0","+37.7613995","-122.5061469",,,,,
"3869","06","075","020600","06075020600","206",Census Tract 206,G5020,S,"567325","0","+37.7595626","-122.4303429",,,,,
"3870","06","075","013300","06075013300","133",Census Tract 133,G5020,S,"581310","0","+37.7887307","-122.4524293",,,,,
"3871","06","075","025403","06075025403","254.03",Census Tract 254.03,G5020,S,"516561","0","+37.7337705","-122.4206068",,,,,
"3872","06","075","022702","06075022702","227.02",Census Tract 227.02,G5020,S,"283840","0","+37.7625436","-122.3956056",,,,,
"3873","06","001","431000","06001431000","4310",Census Tract 4310,G5020,S,"954210","0","+37.6929313","-122.0784573",,,,,
"3874","06","001","432100","06001432100","4321",Census Tract 4321,G5020,S,"1105772","0","+37.7360495","-122.1466048",,,,,
"3875","06","085","503325","06085503325","5033.25",Census Tract 5033.25,G5020,S,"1121419","0","+37.3206847","-121.7889643",,,,,
"3876","06","083","002922","06083002922","29.22",Census Tract 29.22,G5020,S,"4970634","154007","+34.4198291","-119.8567889",0.00228401447380757,8.80824451686779e-05,"Census Tract 29.22, Santa Barbara County, California","11353","1"
"3877","06","053","010701","06053010701","107.01",Census Tract 107.01,G5020,S,"50393525","384071","+36.5799031","-121.6548989",,,,,
"3878","06","053","013200","06053013200","132",Census Tract 132,G5020,S,"42548854","34615","+36.5622371","-121.8055983",9.57722621624545e-05,0.000736196319018405,"Census Tract 132, Monterey County, California","4075","3"
"3879","06","053","013600","06053013600","136",Census Tract 136,G5020,S,"950616","0","+36.6015567","-121.8432617",,,,,
"3880","06","053","011700","06053011700","117",Census Tract 117,G5020,S,"5288426","652768","+36.5294601","-121.9250324",0.000724223048597068,0.575195822454308,"Census Tract 117, Monterey County, California","3830","2203"
"3881","06","053","010606","06053010606","106.06",Census Tract 106.06,G5020,S,"286133478","849953","+36.6852793","-121.5676557",2.23217501308952e-05,0.0299044935024268,"Census Tract 106.06, Monterey County, California","6387","191"
"3882","06","053","010305","06053010305","103.05",Census Tract 103.05,G5020,S,"15689055","17079","+36.8191591","-121.6752959",,,,,
"3883","06","053","001200","06053001200","12",Census Tract 12,G5020,S,"1231337","0","+36.6646451","-121.6493229",0.00246073982995719,1.32739273927393,"Census Tract 12, Monterey County, California","3030","4022"
"3884","06","053","011000","06053011000","110",Census Tract 110,G5020,S,"489637244","1554836","+36.3913637","-121.6806215",1.23111549904892e-05,0.451891174518912,"Census Tract 110, Monterey County, California","6028","2724"
"3885","06","053","010501","06053010501","105.01",Census Tract 105.01,G5020,S,"67098679","167219","+36.7895164","-121.6227734",9.91822804738078e-05,0.0302028549962434,"Census Tract 105.01, Monterey County, California","6655","201"
"3886","06","053","011102","06053011102","111.02",Census Tract 111.02,G5020,S,"118839850","102539","+36.4618356","-121.2981690",0.000101842942413677,0.0066099314219615,"Census Tract 111.02, Monterey County, California","12103","80"
"3887","06","085","503602","06085503602","5036.02",Census Tract 5036.02,G5020,S,"1220964","0","+37.3445368","-121.8523151",,,,,
"3888","06","059","011200","06059011200","112",Census Tract 112,G5020,S,"1669441","0","+33.8732551","-117.9360713",0.00237744250919919,0.0272108843537415,"Census Tract 112, Orange County, California","3969","108"
"3889","06","085","503703","06085503703","5037.03",Census Tract 5037.03,G5020,S,"655030","0","+37.3456372","-121.8393992",,,,,
"3890","06","085","503712","06085503712","5037.12",Census Tract 5037.12,G5020,S,"664170","0","+37.3622865","-121.8466432",,,,,
"3891","06","001","428000","06001428000","4280",Census Tract 4280,G5020,S,"525761","0","+37.7666414","-122.2475404",,,,,
"3892","06","001","428500","06001428500","4285",Census Tract 4285,G5020,S,"624197","383522","+37.7601324","-122.2593887",,,,,
"3893","06","001","428600","06001428600","4286",Census Tract 4286,G5020,S,"898967","1080420","+37.7662730","-122.2738461",,,,,
"3894","06","059","011401","06059011401","114.01",Census Tract 114.01,G5020,S,"1424310","0","+33.8797583","-117.9180846",0.00156075573435558,0.000449842555105713,"Census Tract 114.01, Orange County, California","2223","1"
"3895","06","059","011402","06059011402","114.02",Census Tract 114.02,G5020,S,"1136422","0","+33.8805820","-117.9076820",0.00226236380499498,0.000388953714507974,"Census Tract 114.02, Orange County, California","2571","1"
"3896","06","059","011403","06059011403","114.03",Census Tract 114.03,G5020,S,"1485009","0","+33.8715955","-117.9057059",0.00453330585875237,0.00029708853238265,"Census Tract 114.03, Orange County, California","6732","2"
"3897","06","059","011502","06059011502","115.02",Census Tract 115.02,G5020,S,"1348733","0","+33.8707242","-117.8891075",0.00299836958093262,1.17408506429278,"Census Tract 115.02, Orange County, California","4044","4748"
"3898","06","059","032042","06059032042","320.42",Census Tract 320.42,G5020,S,"4369013","0","+33.6539200","-117.5683121",,,,,
"3899","06","059","032045","06059032045","320.45",Census Tract 320.45,G5020,S,"3615294","0","+33.5817413","-117.5985188",,,,,
"3900","06","059","032047","06059032047","320.47",Census Tract 320.47,G5020,S,"1138476","0","+33.6575536","-117.6420512",,,,,
"3901","06","059","032050","06059032050","320.50",Census Tract 320.50,G5020,S,"2564326","0","+33.6493348","-117.5959075",,,,,
"3902","06","053","001600","06053001600","16",Census Tract 16,G5020,S,"864843","0","+36.6701185","-121.6776093",0.00299938832828617,0.183500385505012,"Census Tract 16, Monterey County, California","2594","476"
"3903","06","053","011400","06053011400","114",Census Tract 114,G5020,S,"3667474729","49216659","+35.9668581","-120.9172021",1.25126969893294e-06,0.397908040967531,"Census Tract 114, Monterey County, California","4589","1826"
"3904","06","001","430300","06001430300","4303",Census Tract 4303,G5020,S,"2551432","9638","+37.7172764","-122.0819576",,,,,
"3905","06","001","430400","06001430400","4304",Census Tract 4304,G5020,S,"2435750","481854","+37.7212084","-122.1010957",,,,,
"3906","06","001","430700","06001430700","4307",Census Tract 4307,G5020,S,"1322604","0","+37.7060948","-122.0822254",,,,,
"3907","06","059","062625","06059062625","626.25",Census Tract 626.25,G5020,S,"1489583","0","+33.5930991","-117.7057725",,,,,
"3908","06","059","062627","06059062627","626.27",Census Tract 626.27,G5020,S,"956840","36787","+33.6527333","-117.8336520",,,,,
"3909","06","059","062629","06059062629","626.29",Census Tract 626.29,G5020,S,"1070705","0","+33.6347820","-117.8209398",,,,,
"3910","06","053","000600","06053000600","6",Census Tract 6,G5020,S,"1078840","0","+36.6799302","-121.6171939",0.00683697304512254,0.144251626898048,"Census Tract 6, Monterey County, California","7376","1064"
"3911","06","053","010702","06053010702","107.02",Census Tract 107.02,G5020,S,"142076696","2123082","+36.5436798","-121.6316313",2.3564737175476e-05,0.0232974910394265,"Census Tract 107.02, Monterey County, California","3348","78"
"3912","06","053","013100","06053013100","131",Census Tract 131,G5020,S,"1265517","0","+36.5815968","-121.8795948",,,,,
"3913","06","053","011900","06053011900","119",Census Tract 119,G5020,S,"20880932","3083834","+36.5852187","-121.9452821",0.000195728811338498,0.0790310741375092,"Census Tract 119, Monterey County, California","4087","323"
"3914","06","053","010102","06053010102","101.02",Census Tract 101.02,G5020,S,"31002617","65950","+36.8844436","-121.6811787",0.000116603059670737,0.93969571230982,"Census Tract 101.02, Monterey County, California","3615","3397"
"3915","06","085","503708","06085503708","5037.08",Census Tract 5037.08,G5020,S,"1218658","0","+37.3694545","-121.8546251",,,,,
"3916","06","077","005302","06077005302","53.02",Census Tract 53.02,G5020,S,"2294752","0","+37.7521308","-121.4207353",,,,,
"3917","06","077","000100","06077000100","1",Census Tract 1,G5020,S,"1889888","16915","+37.9539960","-121.2853628",0.00214562979393488,4.17065351418002,"Census Tract 1, San Joaquin County, California","4055","16912"
"3918","06","059","062635","06059062635","626.35",Census Tract 626.35,G5020,S,"1085648","0","+33.6011445","-117.7384309",,,,,
"3919","06","059","062636","06059062636","626.36",Census Tract 626.36,G5020,S,"1177784","0","+33.5832391","-117.7170667",,,,,
"3920","06","059","032048","06059032048","320.48",Census Tract 320.48,G5020,S,"1924363","0","+33.6517770","-117.6288774",,,,,
"3921","06","037","137000","06037137000","1370",Census Tract 1370,G5020,S,"3005793","4374","+34.1661153","-118.6402345",,,,,
"3922","06","001","422500","06001422500","4225",Census Tract 4225,G5020,S,"460336","0","+37.8773130","-122.2603183",,,,,
"3923","06","001","422600","06001422600","4226",Census Tract 4226,G5020,S,"1699288","0","+37.8737724","-122.2546270",,,,,
"3924","06","001","422700","06001422700","4227",Census Tract 4227,G5020,S,"348098","0","+37.8679235","-122.2494910",,,,,
"3925","06","001","422900","06001422900","4229",Census Tract 4229,G5020,S,"544282","0","+37.8678899","-122.2692470",,,,,
"3926","06","001","423000","06001423000","4230",Census Tract 4230,G5020,S,"730083","0","+37.8668441","-122.2771352",,,,,
"3927","06","001","423100","06001423100","4231",Census Tract 4231,G5020,S,"748653","0","+37.8658070","-122.2863197",,,,,
"3928","06","001","424002","06001424002","4240.02",Census Tract 4240.02,G5020,S,"327223","0","+37.8504770","-122.2815375",,,,,
"3929","06","075","030202","06075030202","302.02",Census Tract 302.02,G5020,S,"355664","0","+37.7630868","-122.4673273",,,,,
